Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Label
-2.071244067443572,-0.36159230006934645,-1.4477067680783553,-1.409679294659649,0.5734337916879819,0.0
1.100391824055466,-1.8234927350495862,-1.250428545040594,-0.1764070536283277,0.3536795955057045,0.0
-0.6608342358101458,-1.572989257072861,-1.0525471918701104,0.9942988266876233,0.25473113738020947,0.0
-0.39907053924309327,0.4219688214334575,-0.8247339795023627,0.586801850735655,-0.26904109188808245,0.0
1.27427225873437,-0.1135881136210503,-0.3825838427224335,-0.9249258157192739,0.2687757891486415,0.0
-1.5607761316731694,-2.6255198627623444,1.9840335843928802,-0.768337644122276,1.7585337716975598,1.0
-0.6994145401232875,0.1616985267047529,0.10285857793233408,0.14934191105988046,-1.4110568310660818,0.0
0.9853997114500495,-1.5858456403858474,0.17648418366295282,0.4512260161360988,-0.07310730200893852,0.0
2.1140836138526744,-2.821912694191682,0.7848216316302294,5.551091611744374,-0.2801842521238544,1.0
-1.0588580088579944,-2.1811752376656774,0.11316001139278317,0.7946412035736589,-0.10833388324458919,0.0
0.9165676137777012,1.0574272871141361,-0.08081557316355767,-1.742082457705964,-0.4552205808827054,0.0
0.8622235118869771,-1.4162270557926455,-1.1511537365528692,-2.839078659485427,-0.809380821082754,0.0
1.6629314471898375,-0.16007448660830478,-0.24341030256790794,0.05651064846555637,-0.12492159532356542,0.0
0.5497512216450848,0.16261562358226733,0.27004961344519623,1.3986246105594142,-0.250854661227695,0.0
-1.5184156988286825,0.04621160367091715,0.7489361138059267,1.494141897266825,0.20139455871528109,0.0
-0.6161434580489434,-1.0401987109554731,0.6988156702804763,1.4488201083377155,-0.3150819279089234,0.0
1.0604042110786527,-1.648567599612877,-0.6932333367169472,-0.7201610195718389,-2.5315831285012456,0.0
1.299181252629184,-0.9159675813651517,-1.5452291149986712,0.8033160427378291,-1.646241349106251,0.0
1.6163000427219165,-1.3927354721669964,-0.034550623953963515,-1.6167133749480143,-0.22938233185546722,0.0
-0.48870197023212386,-0.2815065614207691,-0.41205565476057665,0.7386080660934153,0.9183631149338709,0.0
0.5001128296208667,0.49955890824920274,0.8844424373817379,0.28815004154025464,0.3588480726789188,0.0
-0.4997301761516306,-0.5262478565174211,1.3883377782084478,-0.38502181171286365,0.38298898474092846,0.0
-1.4152671919241875,0.21853404241094568,1.0094717885959688,-0.8449414385934964,-1.4990159604584012,0.0
-1.332448347894566,1.1711676327061467,-1.464974746104889,-0.6684549108531777,-0.9980946277690352,0.0
1.0067746322299198,0.18900765046840373,4.671249852808688,1.0862016061036233,-0.7145396602189278,1.0
0.18517553682991406,0.42544486418417227,0.22228985580085406,1.2788658133133932,-0.952316380738797,0.0
-0.11064323621353866,-0.43984978564809507,0.28833209139979976,-2.3464009194253794,0.4311224260569807,1.0
0.8530604560516108,1.1279249855168274,-0.40573650163225167,0.49941460793906933,0.4925234462063564,0.0
-0.2520713822462196,-0.1299107059384388,0.6342156642287929,-1.5513711957815106,-2.0312858307493826,1.0
-0.6135876053627944,0.19624094066672046,0.5457867135323555,-2.1715714047604475,-0.00811320161175029,0.0
-0.09363618873917084,1.32579664754219,-1.28716356858425,-1.3971181851129912,-0.5835993263460049,0.0
2.5269324258736217,-0.5308687729203206,-0.48943944251822213,1.044160877069072,0.6818914896263114,0.0
-0.6147369469659352,-0.20081723454165015,0.39395200899393523,-0.8630071380029918,1.089321356628154,0.0
1.6391168054440675,1.6777008140764407,-0.5535882417079946,0.5689830791852754,1.628396623128538,0.0
1.2334060763526695,-0.007688995721369474,-0.38787578186246957,1.306072203871629,-0.49156193901893,0.0
-0.5462640091774649,0.5629106602850852,-0.10744488179424941,-0.07686540700366203,1.3134731613252366,0.0
1.71511821817878,0.08220292626279649,-0.33159377893154535,0.7540858050384984,-0.15831961259537855,0.0
0.06900350073706138,-0.817581586777691,-1.0550207553771844,-0.7202785765879318,2.485313924533686,0.0
-2.4883273534129895,-0.6582484123338483,0.4535087125544674,-0.9822940342546795,0.058984221589597374,0.0
0.11687696991856647,-0.20542932949320494,1.9713506490012904,1.6665893433755425,0.8653749705965644,0.0
1.9794876294443777,0.6237775557630153,0.22960293453626018,-3.3717034220143796,0.05191772732767991,1.0
1.295207072669644,-0.16206210203682392,1.1951774115114164,-0.48021443413239945,0.2688507864009919,0.0
2.2068049320544696,-0.22333436943410231,0.43457850096541834,-0.7713772263396093,0.3209859692714158,0.0
-0.17471103792997442,-1.2463402936208738,-0.8264913757102347,-0.8669734564325522,0.04302448501512677,0.0
-1.4669755624955045,-0.793643509699717,0.4093222501718784,-0.4739385760225433,-1.4076624353279357,1.0
1.4224229552858216,0.053384272479021756,0.628102969833705,-0.6807755663251802,0.29226545615571214,0.0
-3.76864181653544,0.5791209848957308,-0.9646885008197859,0.994780614999892,2.539320965239031,1.0
1.7846356069497724,0.40271818926982167,0.6252284708731023,1.1644758470500058,-0.9646575888950566,0.0
0.8816964269577422,0.5662707080586883,-0.5144258182617432,-1.0421748070984445,-1.3212337376636916,0.0
-1.0495464594818074,-2.4292929676734887,-0.1601024136920497,0.25781470525498895,-0.1150708048831132,0.0
1.1324231099888953,1.2474967235682737,1.1545902476091912,-0.24708649670328767,-1.0034765607841956,0.0
0.6060099513456396,-1.280429352496283,1.7547941819843647,-2.081929407883722,1.6964563682900382,0.0
2.3388229415282447,0.8348357375846623,-0.16283403955110465,-0.3165457032097422,-0.20906398167250848,0.0
0.14411636277968193,0.7897321246320076,-0.6713804436449524,1.6700939005830893,0.7349359742543154,0.0
1.4578705679514758,-0.13397847400879806,0.001734935873873215,0.5096672754635975,0.5053339438740322,0.0
1.5287478505409084,-0.08104596472174376,-1.0084487325473497,-2.0858978777333372,-1.4720370730267915,0.0
-2.0444649088464084,1.4274170775143478,2.5789247997286946,0.12072584856117916,-0.5166552823960104,1.0
-0.7131923043661328,0.2263042077451344,-0.10017276878675659,0.2149259647767057,-0.4597413950630392,0.0
-1.167757415899921,1.2746838496794863,-1.135635904757829,0.5092953236420079,-0.6160712153363237,0.0
-0.15624777267764606,1.0478545137125523,0.9572630761791636,1.4097448071981633,0.2849649151626972,0.0
0.39542098538803816,-0.9575689550152119,-0.5893322314273619,-0.4586386361010845,0.8567024802425557,0.0
0.9022713999434526,-0.4998724304108518,0.5430322792896524,-0.23389780045359396,-0.19609321067693788,0.0
0.7888946307844868,1.2154705420797873,-1.223669272060771,0.1809378270039994,0.5210286893314037,0.0
-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286,-0.19236096478112252,0.0
